handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_0a4d18ba-248b-d21b-ba1b-1ce281427d96,Product,Don't tell me to Smile Vinyl Sticker,<p>Printed professionally on Vinyl</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_12fe7831bca94de5829cb23aa7343beb~mv2.jpg;b09bd3_484c12f9657b4330b138229c1e943058~mv2.jpg,All Stickers;New Items;Sale Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fb427752-7343-9f9c-c09b-85d73778eccd,Product,Donut Tower Clear Vinyl Sticker,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_d335e10eba704ad9a53b2db239cef4f2~mv2.jpg;b09bd3_5ef9618f7d804e3eb85173b385fcf0e5~mv2.jpg;b09bd3_0dcdacd137db481d9e39b806233efee4~mv2.jpg,All Stickers;New Items;Sale Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c48c6b64-0de1-7c42-23c1-9a1b06a64e3c,Product,Broken Hearted Gummie Bear Clear Vinyl Sticker,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_81439a18d78e4f15b9067a429bfe4671~mv2.jpg;b09bd3_c3ed7c79eab34cad95b9a5f313d17ae0~mv2.jpg,All Stickers;New Items;Sale Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_74a07667-ff82-9172-e16c-7a6e9a067c03,Product,Chocolate Bunny Clear Vinyl Sticker,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_f2b49e9b88fe442ca448198d79a73a55~mv2.jpg;b09bd3_51dbe9723ebd4dffb9e8ba40fa7904bd~mv2.jpg;b09bd3_49e58e5bdd544cae84600e2c3a0593c1~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6d10e537-1cda-293e-1ff7-7786fe6e1b0f,Product,Sugar Daddy Clear Vinyl Sticker,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_99c5a801f51e408fa297d895110232d9~mv2.jpg;b09bd3_2c47a430e3644f94a29b313c0c15bc0a~mv2.jpg;b09bd3_7eb3b9abb6f844b68771571176d09a1f~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9d3a19dc-2717-96f2-eeae-55fd89813e8d,Product,Count Your Rainbows Vinyl Sticker,<p>Printed professionally on Vinyl</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_94be91354592482ca4b249412bc48678~mv2.jpg;b09bd3_00d4bc426e6f492a8625f9b6c2031634~mv2.jpg;b09bd3_077f105067be4c34b9d72d55eeb95cc4~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_93711b63-efeb-9ea2-657e-61557544e3c6,Product,Smores Clear Vinyl Sticker,<p>Printed professionally on Vinyl with a Clear Backround</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_a8475be442eb45b39fe58837596e9963~mv2.jpg;b09bd3_f75a36ad01184e30b00b75243dce2710~mv2.jpg,All Stickers;New Items;Sale Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7e40adc3-8999-4a50-e23a-4fd8680f9eae,Product,Strawberry Cupcake Clear Vinyl Sticker,<p>Printed professionally on Vinyl with a Clear Backround</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_9efebf0a87ed4f60a68b670d8ff1ed42~mv2.jpg;b09bd3_f4916755aca14b2bab8f3ae010cd4227~mv2.jpg;b09bd3_bde382a7a7fa437ab90969647503c3e1~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ea5cce03-f660-42ee-bcea-cafbc30ada23,Product,Rainbow Monthly Planner,"<p>Our Kate &amp; Kris Monthly Planner</p><p>Printed Professionally</p><p>7"" X 10 "" with 100 Pages</p><p>10 Custom Drawn Pages for each month</p><p>Includes a Mood Tracker, Bullet pages, Monthly, Daily &amp; Weekly Planning</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_08683ef352104e65aa02a7d7471baf65~mv2.jpg;b09bd3_bc43590a65ab4b5d88f953516e6afec7~mv2.jpg;b09bd3_3e72c8946e08489997e8f90047974673~mv2.jpg;b09bd3_ba3d9059a64f4c428a19d8f32bb35988~mv2.jpg;b09bd3_364cf57c034e4a21b424886fbd7717eb~mv2.jpg;b09bd3_4e4099bf98a1457b8cc9c9dd2a1863a3;b09bd3_b3055e8c3d1d4290b75604f63cdfd1cb~mv2.jpg;b09bd3_f6a5cd6cba454f8fa5bf1eb87b45053d~mv2.jpg;b09bd3_dd9192053ae24679be5a58d10901c575~mv2.jpg;b09bd3_7430aef7cbc44f74a32b48b26dc7b8da~mv2.jpg;b09bd3_99f34e9b30be46538a2483ae158c05da~mv2.jpg;b09bd3_7917b43731ea415fb9600f8d5304d1dd~mv2.jpg;b09bd3_9668336ebd8f444d9979df5895e2ef17~mv2.jpg;b09bd3_dce1beb95ab34bdf92f67d4bec6991c0~mv2.jpg,Bullet Journals & Daily Planners;New Items;Stationary;WHOLESALE,,,18.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3d97c9d5-b995-2d04-9109-81fdd31983d4,Product,Rainbow Bullet Journal,"<p>Rainbow Bullet Journal</p><p>Printed Professionally</p><p>6"" X 9"" with 100 Pages</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_364cf57c034e4a21b424886fbd7717eb~mv2.jpg;b09bd3_f2bf1603829b4835b5a8aaa62c7dfe14~mv2.jpg;b09bd3_90f77968f3ca44d48fe1a8b9dea83695~mv2.jpg;b09bd3_08683ef352104e65aa02a7d7471baf65~mv2.jpg;b09bd3_cba9946f7c1a4ad188d83689948eeade;b09bd3_c2a620dcb4064b35b31851010967ba19~mv2.jpg,Bullet Journals & Daily Planners;New Items;Stationary;WHOLESALE,,,12.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9f4034b1-a7e3-0b4b-b03e-773541804787,Product,"""It's Never too Late for a Fresh Start"" Bullet Journal","<p>""It's Never too Late for a Fresh Start"" Bullet Journal</p><p>Printed Professionally</p><p>6"" X 9"" with 100 Pages</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_fc8e7d2480914192a21f933bd2908f1e~mv2.jpg;b09bd3_f2bf1603829b4835b5a8aaa62c7dfe14~mv2.jpg;b09bd3_1fd742c6877c4453a53a208065acb39f~mv2.jpg;b09bd3_ca48771de8b94d3b9fa69f5364475fd1~mv2.jpg;b09bd3_f70c08e04ba142eb9575e6845760c652~mv2.jpg;b09bd3_328d0fef9529412986f19d7189094c3f,Bullet Journals & Daily Planners;New Items;Stationary;WHOLESALE,,,12.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_293d9809-371b-d0a7-757c-11616f65a11b,Product,"""Self Care isn't Selfish"" Vinyl Sticker",<p>Professionally printed on Vinyl</p>,b09bd3_cd99a0e68603486480dcc9e783ce2e32~mv2.jpg;b09bd3_3debd94279e240d88280ddd84ba6db64~mv2.png,All Stickers;New Items;Sale Items;WHOLESALE,,,3.0,,true,AMOUNT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Product,Pride Cake Keychains,<p>Please choose your cake colors<br>Made out of Polymer Clay<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_8c49af6442b249ffa2251bface4b8608~mv2.jpg;b09bd3_34584fa2dbbe48708113bc5ec80cd8c6;b09bd3_28b2e4dc4f774516a4e3cc07dfcc95e4~mv2.jpg;b09bd3_3eaff5f61bb649febe208b876b9683ba~mv2.jpg;b09bd3_1bbebf16f04e4b70a1df36b07ccc997b~mv2.jpg;b09bd3_dffff70fc39c43d0841f769fad9bdd91~mv2.jpg;b09bd3_6053bbb6e08f4e0c99ac6023b73ed694~mv2.jpg;b09bd3_74e51ac22b964e7181efa60408b135be~mv2.jpg;b09bd3_f0a85f60937f4a4796767598221bebce~mv2.jpg;b09bd3_df92703ec45b46f59210c8d50a29dd4f~mv2.jpg;b09bd3_7852cc87478b4ca29799cc7c22733b48~mv2.jpg;b09bd3_2efa7dd504784e329fdfd6c4b4df01a2~mv2.jpg;b09bd3_8afb94a5b6e74e869afb0ed0ece5685d~mv2.jpg;b09bd3_2587ff8a532f443fa8f57be30ae5c2f0~mv2.jpg;b09bd3_9707c85e67664d1fbf75a9e11850eba6~mv2.jpg,Keychains,,,11.0,,true,PERCENT,0.0,0,0.0,"Flag Colors ",DROP_DOWN,Asexual;Bisexual;Lesbian;Pansexual;Rainbow;Transgender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,0.0,true,,,1,,,,Pansexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,0.0,true,,,3,,,,Rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,0.0,true,,,2,,,,Transgender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,0.0,true,,,2,,,,Asexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,0.0,true,,,2,,,,Bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,0.0,true,,,1,,,,Lesbian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Product,Pride Cake Earrings,<p>Handmade Polymer Clay Earrings</p><p>&nbsp;</p><p>Your choice of Type of Cake</p><p>&nbsp;</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_12c3a11c255247c6a4f7c80cee3ceaa6~mv2.jpg;b09bd3_3790f0fc36494ef5bb6e1f3c45cd34c7~mv2.jpg;b09bd3_d0ec87d1cbad4ebf83f03ff70c5d88b5~mv2.jpg;b09bd3_7852cc87478b4ca29799cc7c22733b48~mv2.jpg;b09bd3_3eaff5f61bb649febe208b876b9683ba~mv2.jpg;b09bd3_1639c0dea3a04e33bf3bb960f1597e0a~mv2.jpg;b09bd3_5f738c08a82743d499fc87ddb183326c~mv2.jpg;b09bd3_c8cb625d56ad496c9c5dac15aca219b5~mv2.jpg;b09bd3_2be59bedc0ed477f8ac79a37d9d112c0~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,18.0,,true,AMOUNT,0.0,0,0.0,"Flag Colors ",DROP_DOWN,Asexual;Bisexual;Transgender;Rainbow;Pansexual;Lesbian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,0.0,true,,,0,,,,Rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,0.0,true,,,0,,,,Pansexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,0.0,true,,,1,,,,Lesbian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,0.0,true,,,1,,,,Asexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,0.0,true,,,0,,,,Bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,0.0,true,,,1,,,,Transgender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_53caafb6-1f5c-328e-8e89-67ccb22107ac,Product,The Gummy Bears Necklace,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_d45ea7292b4a41b795b7de93508be139~mv2.jpg;b09bd3_8979b8a632fe4d669fa7a6bb21d662f5~mv2.jpg;b09bd3_473f6833d8134102ac776186269b7641~mv2.jpg;b09bd3_d53735f17ed44fef838cede8ff25ef18~mv2.jpg,Necklaces,,,14.0,,false,AMOUNT,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d4ae2e33-41a7-f961-77ce-58d71482c064,Product,Butterfly Necklace,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_87f28224e8da41fbb749421ff0911091~mv2.jpg;b09bd3_e17afc4fb1384efe907a379824eb546a~mv2.jpg;b09bd3_9a4e3b17f2c4417cb7068d57652dd42f~mv2.jpg;b09bd3_9263aecb41714d3bac6179e1a7063595;b09bd3_c02d102dd76e4f0f9a59a992c690fd46~mv2.jpg;b09bd3_0da50294bc2e4f38a1b428818b6ad7eb~mv2.jpg,Necklaces;Sale Items,,,14.0,,true,AMOUNT,5.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6030f94e-b516-fa0a-a59f-a8f3af69d85d,Product,Rosa Bella Necklace,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_b1cea3eed63e4a01b5ff25c9f79364c5~mv2.jpg;b09bd3_c58d8d82d07c4c4292d82243c9e494c4~mv2.jpg;b09bd3_86ba28a9158c4f85a31d181ac8c0c7b3~mv2.jpg;b09bd3_aa0d7b8ecb014f56a7ec62df9b818e7c~mv2.jpg;b09bd3_472748212630487a9d4731ccae8741b5~mv2.jpg,Necklaces;Sale Items,,,14.0,,true,AMOUNT,5.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d87c195-fef3-405f-48bd-8deb9ae40264,Product,Everything's Coming up Daisys Necklace,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_ea7eaf515e5b4223a185fa31777d78c9~mv2.jpg;b09bd3_4fb827ba119942658db9f7c6a1e74093~mv2.jpg;b09bd3_ff977d9b504243cb8267f6669ba8acce~mv2.jpg,Necklaces;Sale Items,,,14.0,,true,AMOUNT,5.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b3040901-75bf-fa55-12dd-c33d5bbd4c87,Product,Strawberry Studs,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_c5a6002cbf724e13b06816b91379da30~mv2.jpg;b09bd3_c274c65407264532b37db3acf04249ee~mv2.jpg;b09bd3_01a27bb284d244b2b589eca19481f033~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,10.0,,true,AMOUNT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ec8c6ae0-1dbd-ed65-5efb-2be08faf3cd5,Product,Galaxy Donuts,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_c786ae3fab3647cfbef35b953a870283~mv2.jpg;b09bd3_ab3cf51d576c47b185c868347bd7b622~mv2.jpg;b09bd3_f21493d92944424491adbf8af26c1b0c~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,18.0,,true,AMOUNT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_080c002e-e5c6-1324-acc5-104abbfc5617,Product,The Queen of Hearts,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_e3869c16090b4fd78781ef3c5d655f23~mv2.jpg;b09bd3_b68c603317134c048274d1e20e1e1143;b09bd3_6a23c6f716b74051bcabad5bf3d64e2a~mv2.jpg,Earrings,,,15.0,,false,AMOUNT,0.0,OutOfStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1af18b39-1cc6-7f0a-8bfb-976fea1fa2b2,Product,The Daisy-Hearts,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_e8e47abe543b4dd4bd4303d4de77ccd5~mv2.jpg;b09bd3_8d9c69a926fa40c4a1e648bf357c2a9a~mv2.jpg;b09bd3_19bb71f7b49942fabc65d76b69869942~mv2.jpg,Earrings,,,12.0,,true,AMOUNT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98dc7d3c-e098-4551-bbea-17f56c5fa28a,Product,Rainbow Dreams,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_5e068af0676647c4ba2c9ce16ea5ad4c~mv2.jpg;b09bd3_b933db1068734f6c80e059e440227646~mv2.jpg,Earrings,,,15.0,,true,AMOUNT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_70535584-4727-3637-4827-235dedfd155e,Product,To the Moon & Backs,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_8f0c065da0634ba6a67ccd3bfc842158~mv2.jpg;b09bd3_d36d53f9234e4522a04dfa3d5ca6b96e;b09bd3_48b839ae48ed4e4e8c225fe72e1eabd6~mv2.jpg;b09bd3_dac2a0bc76d5430f97a3f3d9598c0720~mv2.jpg,Earrings,,,14.0,,true,AMOUNT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_03330b66-71e2-969f-1267-1b2297207f67,Product,Mini Macaron Earrings,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_72e4917692ac4e43bb725a564b7159aa~mv2.jpg;b09bd3_a15fadc2839542839d865ec399b70a30~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,15.0,,true,AMOUNT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e8077b1-937e-484e-80f1-d4229cc922cd,Product,"He loves me, he loves me nots",<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_fb0e36926bc94a959f6cf5e01c33e937~mv2.jpg;b09bd3_e098ce18fe304400b80db48dba265d57~mv2.jpg;b09bd3_a6641dde0f8c450b8bd1be3843f0c26a~mv2.jpg;b09bd3_782c244642064231b3b30ae36feac4ee~mv2.jpg;b09bd3_3f831f2ebbc1433f82112c5f9f6c5426~mv2.jpg,Earrings,,,12.0,,true,AMOUNT,0.0,0,0.0,Color of Flower,DROP_DOWN,Dark Pink;Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e8077b1-937e-484e-80f1-d4229cc922cd,Variant,,,,,,,,0.0,true,,,1,,,,Dark Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e8077b1-937e-484e-80f1-d4229cc922cd,Variant,,,,,,,,0.0,true,,,0,,,,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_be6cd663-e72c-24ac-4d6b-268a8243560f,Product,Mini Strawberry Cupcakes,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_58809c2d95f84ce9b9e38e4ab7dee00b~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,14.0,,false,AMOUNT,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2da25d6-6452-b287-1eef-1f8e044f0a28,Product,Cotton Candy Hoops,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_d4ac8df2d96e4b5a84e962d13725ef45~mv2.jpg,Sale Items,,,10.0,,true,AMOUNT,2.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a71cf4cc-5283-cb80-2dc9-99284177456e,Product,Candy Studs Pack,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_2e082da836104bac84e505afca751482~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,15.0,,false,AMOUNT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_439db6e7-30bb-d8fa-4819-d6f5d40bbc7c,Product,Rosa Bella Drops,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver or Gold Earrings backs</p><p>Made with ♡</p>,b09bd3_7c1bee2796bf4b07b10545c86af06260~mv2.jpg,Earrings,,,12.0,,false,PERCENT,0.0,0,0.0,Type of Backing,DROP_DOWN,Silver;Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_439db6e7-30bb-d8fa-4819-d6f5d40bbc7c,Variant,,,,,,,,0.0,true,,,0,,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_439db6e7-30bb-d8fa-4819-d6f5d40bbc7c,Variant,,,,,,,,0.0,true,,,0,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_62444add-14a5-1c95-e508-c78d6b2420f0,Product,Daisy Drops,<p>Handmade Polymer Clay Earrings</p><p>Made with ♡</p>,b09bd3_32173638f4aa4672b78f91f939237351~mv2.jpg,Earrings;New Items,,,12.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aefb6114-d05b-a9e5-c6d7-a9f3011cb605,Product,Intergalactics,<p>Made out of Polymer Clay &amp; finished with UV Resin<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_113844e7657d482e8132395545a09ab9~mv2.jpg;b09bd3_65055408340c49f1afdfdc64f603a036,Earrings,,,20.0,,false,AMOUNT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_806c5e08-18c9-9c3a-1482-1a2632ff13ea,Product,Luna Moons,<p>Made out of Polymer Clay &amp; finished with UV Resin<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_92af4612d31044588341f82d418c8342~mv2.jpg;b09bd3_ff391d9303894a809ad1969b9fb1f8a9,Earrings,,,20.0,,true,AMOUNT,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0be6e145-8d6a-1bf1-53a5-ff2db988120d,Product,Whipped Cream Studs,<p>Handmade Polymer Clay Earrings</p><p>&nbsp;</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_8b0fde09870d4510868d134c42275a47~mv2.jpg;b09bd3_279c47b9d2c348d1a6acc434c58b2441~mv2.jpg;b09bd3_6326a55f28aa4be0be870b2fd3ec8b6c~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,10.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18890b44-b256-aeb4-babc-fcb839231b42,Product,Chococlate Cake Earrings,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_60b1f0a36ba14da5956303d9ff0db023~mv2.jpg;b09bd3_d9c87aa0ee36463e882eda1e05d3e6b8~mv2.jpg,'Sweets' Earrings Collection;Earrings;New Items,,,18.0,,true,PERCENT,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66dc994c-8dc1-1930-5b37-5384ba017e64,Product,Cheesecake Earrings (Blueberry or Cherry),<p>Blueberry or Cherry Cheesecake</p><p>&nbsp;</p><p>Made out of Polymer Clay<br><br>Stainless Steal Earring Studs &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_85e48ce0eafb426b88369b0bcede66c7~mv2.jpg;b09bd3_86fdd69e081146c8b1668a651040ccf3~mv2.jpg;b09bd3_d972772fc14a4de7974b479e7cc2798f~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,15.0,,true,PERCENT,0.0,0,0.0,Type of Cheesecake,DROP_DOWN,Blueberry;Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66dc994c-8dc1-1930-5b37-5384ba017e64,Variant,,,,,,,,0.0,true,,,1,,,,Blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66dc994c-8dc1-1930-5b37-5384ba017e64,Variant,,,,,,,,0.0,true,,,1,,,,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
